Nº de Caso;CAVD;Expedientes;Fecha Ingreso;Mes Ingreso;Año Ingreso;Fecha de Delito;Año de Delito;Mes de Delito;Comuna Delito;Fecha de Finalización;Año de Finalización;Mes de Finalización;Región Delito;Año Reporte
CRM4748;99 RM - CCP;CRM4748, CRM4748, CRM4748, CRM4748, CRM4748, CRM4748, CRM4748, ;24-09-2021;9;2021;23-09-2021 0:00;2021;9;La Florida;28-09-2021;2021;9;RM Región Metropolitana;2021
CRM4749;99 RM - CCP;CRM4749, ;24-09-2021;9;2021;21-09-2021 0:00;2021;9;La Florida;28-09-2021;2021;9;RM Región Metropolitana;2021
CRM4750;99 RM - CCP;NULL;24-09-2021;9;2021;21-09-2021 0:00;2021;9;Peñalolén;NULL;NULL;NULL;RM Región Metropolitana;2021
CRM4751;99 RM - CCP;CRM4751, ;24-09-2021;9;2021;23-09-2021 0:00;2021;9;Independencia;28-09-2021;2021;9;RM Región Metropolitana;2021
CRM4752;99 RM - CCP;NULL;24-09-2021;9;2021;23-09-2021 0:00;2021;9;Renca;24-09-2021;2021;9;RM Región Metropolitana;2021
CRM4753;99 RM - CCP;CRM4753, CRM4753, CRM4753, CRM4753, CRM4753, ;24-09-2021;9;2021;23-09-2021 0:00;2021;9;La Reina;01-10-2021;2021;10;RM Región Metropolitana;2021
CRM4754;99 RM - CCP;CRM4754, CRM4754, CRM4754, CRM4754, CRM4754, CRM4754, ;24-09-2021;9;2021;24-09-2021 0:00;2021;9;Maipú;29-09-2021;2021;9;RM Región Metropolitana;2021
CRM4755;99 RM - CCP;CRM4755, CRM4755, ;26-09-2021;9;2021;24-09-2021 0:00;2021;9;La Florida;07-10-2021;2021;10;RM Región Metropolitana;2021
CRM4756;99 RM - CCP;NULL;26-09-2021;9;2021;25-09-2021 0:00;2021;9;Quilicura;NULL;NULL;NULL;RM Región Metropolitana;2021
CRM4757;99 RM - CCP;CRM4757, ;26-09-2021;9;2021;24-09-2021 0:00;2021;9;Melipilla;28-09-2021;2021;9;RM Región Metropolitana;2021
CRM4758;99 RM - CCP;CRM4758, ;28-09-2021;9;2021;26-09-2021 0:00;2021;9;Peñalolén;28-09-2021;2021;9;RM Región Metropolitana;2021
CRM4759;99 RM - CCP;CRM4759, CRM4759, CRM4759, CRM4759, CRM4759, CRM4759, CRM4759, CRM4759, CRM4759, ;28-09-2021;9;2021;25-09-2021 0:00;2021;9;San Bernardo;23-10-2021;2021;10;RM Región Metropolitana;2021
CRM4760;99 RM - CCP;CRM4760, ;29-09-2021;9;2021;28-09-2021 0:00;2021;9;Macul;13-10-2021;2021;10;RM Región Metropolitana;2021
CRM4761;99 RM - CCP;CRM4761, CRM4761, CRM4761, ;29-09-2021;9;2021;26-09-2021 0:00;2021;9;Talagante;30-09-2021;2021;9;RM Región Metropolitana;2021
CRM4762;99 RM - CCP;CRM4762, CRM4762, ;30-09-2021;9;2021;17-09-2021 0:00;2021;9;Santiago;30-09-2021;2021;9;RM Región Metropolitana;2021
CRM4763;99 RM - CCP;NULL;01-10-2021;10;2021;25-09-2021 0:00;2021;9;Independencia;04-10-2021;2021;10;RM Región Metropolitana;2021
CRM4764;99 RM - CCP;CRM4764, ;01-10-2021;10;2021;29-09-2021 0:00;2021;9;San Ramón;01-10-2021;2021;10;RM Región Metropolitana;2021
CRM4765;99 RM - CCP;NULL;01-10-2021;10;2021;30-08-2021 0:00;2021;8;Pudahuel;09-10-2021;2021;10;RM Región Metropolitana;2021
CRM4766;99 RM - CCP;NULL;01-10-2021;10;2021;01-10-2021 0:00;2021;10;Recoleta;09-10-2021;2021;10;RM Región Metropolitana;2021
CRM4767;99 RM - CCP;CRM4767, ;01-10-2021;10;2021;01-10-2021 0:00;2021;10;Quinta Normal;07-10-2021;2021;10;RM Región Metropolitana;2021
CRM4768;99 RM - CCP;CRM4768, ;04-10-2021;10;2021;29-09-2021 0:00;2021;9;Peñalolén;05-10-2021;2021;10;RM Región Metropolitana;2021
CRM4769;99 RM - CCP;CRM4769, ;04-10-2021;10;2021;01-10-2021 0:00;2021;10;Maipú;13-10-2021;2021;10;RM Región Metropolitana;2021
CRM4770;99 RM - CCP;CRM4770, CRM4770, CRM4770, CRM4770, ;05-10-2021;10;2021;03-10-2021 0:00;2021;10;San José de Maipo;13-10-2021;2021;10;RM Región Metropolitana;2021
CRM4771;99 RM - CCP;CRM4771, ;07-10-2021;10;2021;07-10-2021 0:00;2021;10;Ñuñoa;12-10-2021;2021;10;RM Región Metropolitana;2021
CRM4772;99 RM - CCP;CRM4772, CRM4772, CRM4772, CRM4772, CRM4772, CRM4772, CRM4772, ;07-10-2021;10;2021;05-10-2021 0:00;2021;10;Maipú;14-10-2021;2021;10;RM Región Metropolitana;2021
CRM4773;99 RM - CCP;CRM4773, CRM4773, ;07-10-2021;10;2021;05-10-2021 0:00;2021;10;Pedro Aguirre Cerda;14-10-2021;2021;10;RM Región Metropolitana;2021
CRM4774;99 RM - CCP;CRM4774, CRM4774, CRM4774, CRM4774, CRM4774, CRM4774, ;08-10-2021;10;2021;02-10-2021 0:00;2021;10;Santiago;08-10-2021;2021;10;RM Región Metropolitana;2021
CRM4775;99 RM - CCP;NULL;08-10-2021;10;2021;06-10-2021 0:00;2021;10;Quilicura;16-10-2021;2021;10;RM Región Metropolitana;2021
CRM4776;99 RM - CCP;CRM4776, CRM4776, CRM4776, ;08-10-2021;10;2021;No definido;No definido;No definido;Huechuraba;08-10-2021;2021;10;RM Región Metropolitana;2021
CRM4777;99 RM - CCP;CRM4777, CRM4777, CRM4777, ;08-10-2021;10;2021;03-10-2021 0:00;2021;10;La Pintana;08-10-2021;2021;10;RM Región Metropolitana;2021
CRM4778;99 RM - CCP;NULL;10-10-2021;10;2021;07-10-2021 0:00;2021;10;Huechuraba;13-10-2021;2021;10;RM Región Metropolitana;2021
CRM4779;99 RM - CCP;CRM4779, ;10-10-2021;10;2021;10-10-2021 0:00;2021;10;Santiago;10-10-2021;2021;10;RM Región Metropolitana;2021
CRM4780;99 RM - CCP;CRM4780, ;10-10-2021;10;2021;10-10-2021 0:00;2021;10;Ñuñoa;11-10-2021;2021;10;RM Región Metropolitana;2021
CRM4781;99 RM - CCP;CRM4781, CRM4781, CRM4781, ;10-10-2021;10;2021;10-10-2021 19:00;2021;10;La Pintana;14-10-2021;2021;10;RM Región Metropolitana;2021
CRM4782;99 RM - CCP;CRM4782, ;10-10-2021;10;2021;08-10-2021 0:00;2021;10;San Ramón;11-10-2021;2021;10;RM Región Metropolitana;2021
CRM4783;99 RM - CCP;CRM4783, ;11-10-2021;10;2021;10-10-2021 0:00;2021;10;Santiago;21-10-2021;2021;10;RM Región Metropolitana;2021
CRM4784;99 RM - CCP;CRM4784, ;12-10-2021;10;2021;11-10-2021 0:00;2021;10;Quilicura;22-10-2021;2021;10;RM Región Metropolitana;2021
CRM4785;99 RM - CCP;CRM4785, CRM4785, ;12-10-2021;10;2021;08-10-2021 0:00;2021;10;Huechuraba;13-10-2021;2021;10;RM Región Metropolitana;2021
CRM4786;99 RM - CCP;CRM4786, ;13-10-2021;10;2021;11-10-2021 0:00;2021;10;Puente Alto;20-10-2021;2021;10;RM Región Metropolitana;2021
CRM4787;99 RM - CCP;CRM4787, CRM4787, ;14-10-2021;10;2021;13-10-2021 0:00;2021;10;Maipú;16-12-2021;2021;12;RM Región Metropolitana;2021
CRM4788;99 RM - CCP;NULL;14-10-2021;10;2021;14-10-2021 0:00;2021;10;San Joaquín;19-10-2021;2021;10;RM Región Metropolitana;2021
CRM4789;99 RM - CCP;CRM4789, CRM4789, ;15-10-2021;10;2021;No definido;No definido;No definido;San Bernardo;20-10-2021;2021;10;RM Región Metropolitana;2021
CRM4790;99 RM - CCP;NULL;15-10-2021;10;2021;14-10-2021 0:00;2021;10;Maipú;20-10-2021;2021;10;RM Región Metropolitana;2021
CRM4791;99 RM - CCP;NULL;15-10-2021;10;2021;15-10-2021 0:00;2021;10;Peñalolén;15-10-2021;2021;10;RM Región Metropolitana;2021
CRM4792;99 RM - CCP;CRM4792, ;15-10-2021;10;2021;13-10-2021 0:00;2021;10;Talagante;18-10-2021;2021;10;RM Región Metropolitana;2021
CRM4793;99 RM - CCP;NULL;15-10-2021;10;2021;14-10-2021 0:00;2021;10;La Florida;19-10-2021;2021;10;RM Región Metropolitana;2021
CRM4794;99 RM - CCP;CRM4794, ;17-10-2021;10;2021;17-10-2021 0:00;2021;10;San Ramón;20-10-2021;2021;10;RM Región Metropolitana;2021
CRM4795;99 RM - CCP;NULL;17-10-2021;10;2021;No definido;No definido;No definido;Quilicura;25-10-2021;2021;10;RM Región Metropolitana;2021
CRM4796;99 RM - CCP;CRM4796, ;18-10-2021;10;2021;13-10-2021 0:00;2021;10;El Bosque;20-10-2021;2021;10;RM Región Metropolitana;2021
CRM4797;99 RM - CCP;NULL;18-10-2021;10;2021;17-10-2021 0:00;2021;10;Peñalolén;19-10-2021;2021;10;RM Región Metropolitana;2021
CRM4798;99 RM - CCP;CRM4798, ;19-10-2021;10;2021;14-10-2021 0:00;2021;10;El Monte;20-10-2021;2021;10;RM Región Metropolitana;2021
CRM4799;99 RM - CCP;CRM4799, CRM4799, CRM4799, CRM4799, ;19-10-2021;10;2021;15-10-2021 0:00;2021;10;Melipilla;19-10-2021;2021;10;RM Región Metropolitana;2021
CRM4800;99 RM - CCP;NULL;19-10-2021;10;2021;15-10-2021 0:00;2021;10;Curacaví;20-10-2021;2021;10;RM Región Metropolitana;2021
CRM4801;99 RM - CCP;CRM4801, ;19-10-2021;10;2021;10-10-2021 0:00;2021;10;Independencia;20-10-2021;2021;10;RM Región Metropolitana;2021
CRM4802;99 RM - CCP;CRM4802, ;19-10-2021;10;2021;18-10-2021 0:00;2021;10;La Pintana;25-10-2021;2021;10;RM Región Metropolitana;2021
CRM4803;99 RM - CCP;NULL;19-10-2021;10;2021;18-10-2021 0:00;2021;10;La Granja;27-10-2021;2021;10;RM Región Metropolitana;2021
CRM4804;99 RM - CCP;NULL;20-10-2021;10;2021;19-10-2021 0:00;2021;10;Santiago;21-10-2021;2021;10;RM Región Metropolitana;2021
CRM4805;99 RM - CCP;CRM4805, ;20-10-2021;10;2021;19-10-2021 0:00;2021;10;Padre Hurtado;21-10-2021;2021;10;RM Región Metropolitana;2021
CRM4806;99 RM - CCP;NULL;20-10-2021;10;2021;19-10-2021 0:00;2021;10;Peñalolén;22-10-2021;2021;10;RM Región Metropolitana;2021
CRM4807;99 RM - CCP;NULL;20-10-2021;10;2021;20-10-2021 0:00;2021;10;Santiago;21-10-2021;2021;10;RM Región Metropolitana;2021
CRM4808;99 RM - CCP;NULL;20-10-2021;10;2021;19-10-2021 0:00;2021;10;Lampa;21-10-2021;2021;10;RM Región Metropolitana;2021
CRM4809;99 RM - CCP;CRM4809, ;20-10-2021;10;2021;18-10-2021 0:00;2021;10;Independencia;26-10-2021;2021;10;RM Región Metropolitana;2021
CRM4810;99 RM - CCP;NULL;20-10-2021;10;2021;19-10-2021 0:00;2021;10;La Florida;26-10-2021;2021;10;RM Región Metropolitana;2021
CRM4811;99 RM - CCP;CRM4811, CRM4811, ;21-10-2021;10;2021;20-10-2021 0:00;2021;10;Quilicura;28-10-2021;2021;10;RM Región Metropolitana;2021
CRM4812;99 RM - CCP;CRM4812, CRM4812, CRM4812, ;22-10-2021;10;2021;20-10-2021 0:00;2021;10;Pudahuel;02-11-2021;2021;11;RM Región Metropolitana;2021
CRM4813;99 RM - CCP;CRM4813, ;22-10-2021;10;2021;21-10-2021 0:00;2021;10;Puente Alto;29-10-2021;2021;10;RM Región Metropolitana;2021
CRM4814;99 RM - CCP;CRM4814, ;24-10-2021;10;2021;23-10-2021 0:00;2021;10;Quinta Normal;24-10-2021;2021;10;RM Región Metropolitana;2021
CRM4815;99 RM - CCP;NULL;24-10-2021;10;2021;24-10-2021 0:00;2021;10;Recoleta;01-11-2021;2021;11;RM Región Metropolitana;2021
CRM4816;99 RM - CCP;CRM4816, ;25-10-2021;10;2021;24-10-2021 0:00;2021;10;Ñuñoa;25-10-2021;2021;10;RM Región Metropolitana;2021
CRM4817;99 RM - CCP;CRM4817, ;25-10-2021;10;2021;22-10-2021 0:00;2021;10;San Bernardo;25-10-2021;2021;10;RM Región Metropolitana;2021
CRM4818;99 RM - CCP;CRM4818, ;25-10-2021;10;2021;24-10-2021 0:00;2021;10;Lo Espejo;04-11-2021;2021;11;RM Región Metropolitana;2021
CRM4819;99 RM - CCP;CRM4819, ;26-10-2021;10;2021;25-10-2021 0:00;2021;10;San Miguel;29-10-2021;2021;10;RM Región Metropolitana;2021
CRM4820;99 RM - CCP;NULL;26-10-2021;10;2021;25-10-2021 0:00;2021;10;Renca;26-10-2021;2021;10;RM Región Metropolitana;2021
CRM4821;99 RM - CCP;CRM4821, CRM4821, ;28-10-2021;10;2021;27-10-2021 0:00;2021;10;Lo Espejo;02-11-2021;2021;11;RM Región Metropolitana;2021
CRM4822;99 RM - CCP;NULL;28-10-2021;10;2021;27-10-2021 0:00;2021;10;Pedro Aguirre Cerda;05-11-2021;2021;11;RM Región Metropolitana;2021
CRM4823;99 RM - CCP;NULL;28-10-2021;10;2021;26-10-2021 0:00;2021;10;San Joaquín;03-11-2021;2021;11;RM Región Metropolitana;2021
CRM4824;99 RM - CCP;NULL;28-10-2021;10;2021;26-10-2021 0:00;2021;10;San Miguel;03-11-2021;2021;11;RM Región Metropolitana;2021
CRM4825;99 RM - CCP;CRM4825, CRM4825, ;28-10-2021;10;2021;21-10-2021 0:00;2021;10;Lo Espejo;28-10-2021;2021;10;RM Región Metropolitana;2021
CRM4826;99 RM - CCP;NULL;29-10-2021;10;2021;24-10-2021 0:00;2021;10;Santiago;06-11-2021;2021;11;RM Región Metropolitana;2021
CRM4827;99 RM - CCP;CRM4827, CRM4827, CRM4827, CRM4827, CRM4827, CRM4827, ;29-10-2021;10;2021;24-10-2021 0:00;2021;10;Conchalí;29-10-2021;2021;10;RM Región Metropolitana;2021
CRM4828;99 RM - CCP;CRM4828, ;29-10-2021;10;2021;28-10-2021 0:00;2021;10;San Miguel;29-10-2021;2021;10;RM Región Metropolitana;2021
CRM4829;99 RM - CCP;CRM4829, CRM4829, ;29-10-2021;10;2021;29-10-2021 0:00;2021;10;San Bernardo;04-11-2021;2021;11;RM Región Metropolitana;2021
CRM4830;99 RM - CCP;NULL;02-11-2021;11;2021;01-11-2021 0:00;2021;11;Pudahuel;05-11-2021;2021;11;RM Región Metropolitana;2021
CRM4831;99 RM - CCP;NULL;02-11-2021;11;2021;01-11-2021 0:00;2021;11;San Joaquín;09-11-2021;2021;11;RM Región Metropolitana;2021
CRM4832;99 RM - CCP;CRM4832, ;02-11-2021;11;2021;27-10-2021 0:00;2021;10;Pedro Aguirre Cerda;04-11-2021;2021;11;RM Región Metropolitana;2021
CRM4833;99 RM - CCP;NULL;02-11-2021;11;2021;23-10-2021 0:00;2021;10;Melipilla;08-11-2021;2021;11;RM Región Metropolitana;2021
CRM4834;99 RM - CCP;CRM4834, CRM4834, CRM4834, ;02-11-2021;11;2021;31-10-2021 0:00;2021;10;Puente Alto;05-11-2021;2021;11;RM Región Metropolitana;2021
CRM4835;99 RM - CCP;CRM4835, CRM4835, CRM4835, ;02-11-2021;11;2021;30-10-2021 0:00;2021;10;Independencia;05-11-2021;2021;11;RM Región Metropolitana;2021
CRM4836;99 RM - CCP;NULL;03-11-2021;11;2021;02-11-2021 0:00;2021;11;San Bernardo;11-11-2021;2021;11;RM Región Metropolitana;2021
CRM4837;99 RM - CCP;CRM4837, ;03-11-2021;11;2021;15-10-2021 0:00;2021;10;Santiago;05-11-2021;2021;11;RM Región Metropolitana;2021
CRM4838;99 RM - CCP;CRM4838, ;03-11-2021;11;2021;30-10-2021 0:00;2021;10;Peñaflor;03-11-2021;2021;11;RM Región Metropolitana;2021
CRM4839;99 RM - CCP;NULL;03-11-2021;11;2021;02-11-2021 0:00;2021;11;Conchalí;03-11-2021;2021;11;RM Región Metropolitana;2021
CRM4840;99 RM - CCP;CRM4840, ;03-11-2021;11;2021;31-10-2021 0:00;2021;10;Peñalolén;08-11-2021;2021;11;RM Región Metropolitana;2021
CRM4842;99 RM - CCP;NULL;04-11-2021;11;2021;03-11-2021 0:00;2021;11;San Miguel;12-11-2021;2021;11;RM Región Metropolitana;2021
CRM4843;99 RM - CCP;CRM4843, ;04-11-2021;11;2021;02-11-2021 0:00;2021;11;Santiago;05-11-2021;2021;11;RM Región Metropolitana;2021
CRM4844;99 RM - CCP;NULL;04-11-2021;11;2021;13-04-2021 0:00;2021;4;San Bernardo;24-11-2021;2021;11;RM Región Metropolitana;2021
CRM4845;99 RM - CCP;CRM4845, ;04-11-2021;11;2021;03-11-2021 0:00;2021;11;San Miguel;04-11-2021;2021;11;RM Región Metropolitana;2021
CRM4846;99 RM - CCP;CRM4846, ;04-11-2021;11;2021;03-11-2021 0:00;2021;11;San Miguel;09-11-2021;2021;11;RM Región Metropolitana;2021
CRM4847;99 RM - CCP;NULL;04-11-2021;11;2021;04-11-2021 0:00;2021;11;Puente Alto;15-11-2021;2021;11;RM Región Metropolitana;2021
CRM4848;99 RM - CCP;NULL;05-11-2021;11;2021;05-11-2021 0:00;2021;11;Ñuñoa;13-11-2021;2021;11;RM Región Metropolitana;2021
CRM4849;99 RM - CCP;CRM4849, ;05-11-2021;11;2021;04-11-2021 0:00;2021;11;Pedro Aguirre Cerda;30-11-2021;2021;11;RM Región Metropolitana;2021
CRM4850;99 RM - CCP;NULL;07-11-2021;11;2021;06-11-2021 0:00;2021;11;Quinta Normal;08-11-2021;2021;11;RM Región Metropolitana;2021
CRM4851;99 RM - CCP;CRM4851, CRM4851, ;08-11-2021;11;2021;05-11-2021 0:00;2021;11;Conchalí;10-11-2021;2021;11;RM Región Metropolitana;2021
CRM4852;99 RM - CCP;CRM4852, ;08-11-2021;11;2021;07-11-2021 0:00;2021;11;Maipú;15-11-2021;2021;11;RM Región Metropolitana;2021
CRM4853;99 RM - CCP;CRM4853, CRM4853, CRM4853, ;09-11-2021;11;2021;08-11-2021 0:00;2021;11;Las Condes;17-11-2021;2021;11;RM Región Metropolitana;2021
CRM4854;99 RM - CCP;CRM4854, CRM4854, CRM4854, CRM4854, ;09-11-2021;11;2021;08-11-2021 0:00;2021;11;Vitacura;10-11-2021;2021;11;RM Región Metropolitana;2021
CRM4855;99 RM - CCP;CRM4855, ;09-11-2021;11;2021;06-11-2021 0:00;2021;11;La Reina;12-11-2021;2021;11;RM Región Metropolitana;2021
CRM4856;99 RM - CCP;CRM4856, ;09-11-2021;11;2021;07-11-2021 0:00;2021;11;Melipilla;11-11-2021;2021;11;RM Región Metropolitana;2021
CRM4857;99 RM - CCP;CRM4857, ;09-11-2021;11;2021;09-11-2021 0:00;2021;11;Cerrillos;12-11-2021;2021;11;RM Región Metropolitana;2021
CRM4858;99 RM - CCP;CRM4858, CRM4858, ;09-11-2021;11;2021;22-09-2021 0:00;2021;9;Puente Alto;01-12-2021;2021;12;RM Región Metropolitana;2021
CRM4859;99 RM - CCP;CRM4859, ;10-11-2021;11;2021;07-11-2021 0:00;2021;11;Cerro Navia;11-11-2021;2021;11;RM Región Metropolitana;2021
CRM4860;99 RM - CCP;NULL;10-11-2021;11;2021;09-11-2021 0:00;2021;11;Ñuñoa;29-11-2021;2021;11;RM Región Metropolitana;2021
CRM4861;99 RM - CCP;NULL;10-11-2021;11;2021;08-11-2021 0:00;2021;11;El Bosque;10-11-2021;2021;11;RM Región Metropolitana;2021
CRM4862;99 RM - CCP;NULL;11-11-2021;11;2021;03-11-2021 0:00;2021;11;La Pintana;29-11-2021;2021;11;RM Región Metropolitana;2021
CRM4863;99 RM - CCP;CRM4863, ;11-11-2021;11;2021;05-11-2021 0:00;2021;11;Renca;11-11-2021;2021;11;RM Región Metropolitana;2021
CRM4864;99 RM - CCP;CRM4864, ;11-11-2021;11;2021;08-11-2021 0:00;2021;11;Maipú;19-11-2021;2021;11;RM Región Metropolitana;2021
CRM4865;99 RM - CCP;NULL;12-11-2021;11;2021;12-11-2021 0:00;2021;11;San Miguel;17-11-2021;2021;11;RM Región Metropolitana;2021
CRM4866;99 RM - CCP;CRM4866, ;12-11-2021;11;2021;12-11-2021 0:00;2021;11;San Miguel;12-11-2021;2021;11;RM Región Metropolitana;2021
CRM4867;99 RM - CCP;NULL;12-11-2021;11;2021;11-11-2021 0:00;2021;11;San Bernardo;20-11-2021;2021;11;RM Región Metropolitana;2021
CRM4868;99 RM - CCP;CRM4868, CRM4868, ;12-11-2021;11;2021;11-11-2021 0:00;2021;11;Vitacura;12-11-2021;2021;11;RM Región Metropolitana;2021
CRM4869;99 RM - CCP;CRM4869, ;15-11-2021;11;2021;12-11-2021 0:00;2021;11;Renca;15-11-2021;2021;11;RM Región Metropolitana;2021
CRM4870;99 RM - CCP;NULL;15-11-2021;11;2021;14-11-2021 0:00;2021;11;Santiago;29-11-2021;2021;11;RM Región Metropolitana;2021
CRM4871;99 RM - CCP;CRM4871, ;15-11-2021;11;2021;14-11-2021 0:00;2021;11;Lo Espejo;17-11-2021;2021;11;RM Región Metropolitana;2021
CRM4872;99 RM - CCP;NULL;16-11-2021;11;2021;13-11-2021 0:00;2021;11;Conchalí;01-12-2021;2021;12;RM Región Metropolitana;2021
CRM4873;99 RM - CCP;CRM4873, ;17-11-2021;11;2021;16-11-2021 0:00;2021;11;La Cisterna;22-11-2021;2021;11;RM Región Metropolitana;2021
CRM4874;99 RM - CCP;NULL;17-11-2021;11;2021;14-11-2021 0:00;2021;11;Recoleta;17-11-2021;2021;11;RM Región Metropolitana;2021
CRM4875;99 RM - CCP;CRM4875, ;17-11-2021;11;2021;16-11-2021 0:00;2021;11;La Reina;18-11-2021;2021;11;RM Región Metropolitana;2021
CRM4876;99 RM - CCP;CRM4876, ;17-11-2021;11;2021;15-11-2021 0:00;2021;11;Lo Prado;18-11-2021;2021;11;RM Región Metropolitana;2021
CRM4877;99 RM - CCP;CRM4877, ;17-11-2021;11;2021;16-11-2021 0:00;2021;11;Santiago;22-11-2021;2021;11;RM Región Metropolitana;2021
CRM4878;99 RM - CCP;CRM4878, ;17-11-2021;11;2021;16-11-2021 0:00;2021;11;La Florida;17-11-2021;2021;11;RM Región Metropolitana;2021
CRM4879;99 RM - CCP;NULL;17-11-2021;11;2021;16-11-2021 0:00;2021;11;Lo Prado;29-11-2021;2021;11;RM Región Metropolitana;2021
CRM4880;99 RM - CCP;CRM4880, CRM4880, ;17-11-2021;11;2021;16-11-2021 0:00;2021;11;Independencia;18-11-2021;2021;11;RM Región Metropolitana;2021
CRM4881;99 RM - CCP;CRM4881, CRM4881, ;17-11-2021;11;2021;16-11-2021 0:00;2021;11;Cerro Navia;19-11-2021;2021;11;RM Región Metropolitana;2021
CRM4882;99 RM - CCP;CRM4882, ;18-11-2021;11;2021;12-11-2021 0:00;2021;11;Colina;18-11-2021;2021;11;RM Región Metropolitana;2021
CRM4883;99 RM - CCP;CRM4883, CRM4883, ;18-11-2021;11;2021;17-11-2021 0:00;2021;11;Las Condes;25-11-2021;2021;11;RM Región Metropolitana;2021
CRM4884;99 RM - CCP;CRM4884, CRM4884, ;18-11-2021;11;2021;16-11-2021 0:00;2021;11;La Cisterna;18-11-2021;2021;11;RM Región Metropolitana;2021
CRM4885;99 RM - CCP;CRM4885, ;19-11-2021;11;2021;18-11-2021 0:00;2021;11;Maipú;22-11-2021;2021;11;RM Región Metropolitana;2021
CRM4886;99 RM - CCP;CRM4886, CRM4886, CRM4886, CRM4886, CRM4886, ;19-11-2021;11;2021;13-11-2021 0:00;2021;11;La Pintana;07-12-2021;2021;12;RM Región Metropolitana;2021
CRM4887;99 RM - CCP;CRM4887, CRM4887, CRM4887, CRM4887, ;19-11-2021;11;2021;19-11-2021 0:00;2021;11;Cerro Navia;13-12-2021;2021;12;RM Región Metropolitana;2021
CRM4888;99 RM - CCP;CRM4888, ;19-11-2021;11;2021;19-11-2021 0:00;2021;11;Renca;26-11-2021;2021;11;RM Región Metropolitana;2021
CRM4889;99 RM - CCP;CRM4889, ;19-11-2021;11;2021;19-11-2021 0:00;2021;11;Conchalí;22-11-2021;2021;11;RM Región Metropolitana;2021
CRM4890;99 RM - CCP;CRM4890, CRM4890, CRM4890, ;19-11-2021;11;2021;17-11-2021 0:00;2021;11;Las Condes;26-11-2021;2021;11;RM Región Metropolitana;2021
CRM4891;99 RM - CCP;CRM4891, ;22-11-2021;11;2021;21-11-2021 0:00;2021;11;Quilicura;22-11-2021;2021;11;RM Región Metropolitana;2021
CRM4892;99 RM - CCP;CRM4892, CRM4892, CRM4892, CRM4892, CRM4892, CRM4892, ;23-11-2021;11;2021;21-11-2021 0:00;2021;11;Maipú;26-11-2021;2021;11;RM Región Metropolitana;2021
CRM4893;99 RM - CCP;CRM4893, CRM4893, ;23-11-2021;11;2021;23-11-2021 0:00;2021;11;Recoleta;29-11-2021;2021;11;RM Región Metropolitana;2021
CRM4894;99 RM - CCP;CRM4894, ;23-11-2021;11;2021;22-11-2021 0:00;2021;11;Cerrillos;23-11-2021;2021;11;RM Región Metropolitana;2021
CRM4895;99 RM - CCP;NULL;23-11-2021;11;2021;22-11-2021 0:00;2021;11;Pedro Aguirre Cerda;23-11-2021;2021;11;RM Región Metropolitana;2021
CRM4896;99 RM - CCP;CRM4896, ;23-11-2021;11;2021;22-11-2021 0:00;2021;11;Peñalolén;26-11-2021;2021;11;RM Región Metropolitana;2021
CRM4897;99 RM - CCP;NULL;23-11-2021;11;2021;19-11-2021 0:00;2021;11;La Granja;23-11-2021;2021;11;RM Región Metropolitana;2021
CRM4898;99 RM - CCP;NULL;24-11-2021;11;2021;23-11-2021 0:00;2021;11;Recoleta;24-11-2021;2021;11;RM Región Metropolitana;2021
CRM4899;99 RM - CCP;NULL;25-11-2021;11;2021;23-11-2021 0:00;2021;11;Independencia;26-11-2021;2021;11;RM Región Metropolitana;2021
CRM4900;99 RM - CCP;CRM4900, ;25-11-2021;11;2021;22-11-2021 0:00;2021;11;Talagante;03-12-2021;2021;12;RM Región Metropolitana;2021
CRM4901;99 RM - CCP;CRM4901, CRM4901, ;25-11-2021;11;2021;24-11-2021 0:00;2021;11;San Bernardo;26-11-2021;2021;11;RM Región Metropolitana;2021
CRM4902;99 RM - CCP;NULL;26-11-2021;11;2021;23-11-2021 0:00;2021;11;Puente Alto;30-11-2021;2021;11;RM Región Metropolitana;2021
CRM4903;99 RM - CCP;CRM4903, ;26-11-2021;11;2021;23-11-2021 0:00;2021;11;La Florida;26-11-2021;2021;11;RM Región Metropolitana;2021
CRM4904;99 RM - CCP;CRM4904, ;26-11-2021;11;2021;24-11-2021 0:00;2021;11;Santiago;26-11-2021;2021;11;RM Región Metropolitana;2021
CRM4905;99 RM - CCP;CRM4905, ;26-11-2021;11;2021;24-11-2021 0:00;2021;11;Maipú;03-12-2021;2021;12;RM Región Metropolitana;2021
CRM4906;99 RM - CCP;NULL;26-11-2021;11;2021;23-11-2021 0:00;2021;11;Huechuraba;26-11-2021;2021;11;RM Región Metropolitana;2021
CRM4907;99 RM - CCP;CRM4907, ;29-11-2021;11;2021;25-11-2021 0:00;2021;11;Pudahuel;29-11-2021;2021;11;RM Región Metropolitana;2021
CRM4908;99 RM - CCP;CRM4908, ;29-11-2021;11;2021;29-11-2021 0:00;2021;11;Santiago;30-11-2021;2021;11;RM Región Metropolitana;2021
CRM4909;99 RM - CCP;CRM4909, ;29-11-2021;11;2021;26-11-2021 0:00;2021;11;Paine;29-11-2021;2021;11;RM Región Metropolitana;2021
CRM4910;99 RM - CCP;CRM4910, CRM4910, ;30-11-2021;11;2021;27-11-2021 0:00;2021;11;La Florida;07-12-2021;2021;12;RM Región Metropolitana;2021
