N°;Fecha Recepción;Comuna Ocurrencia;Fecha Finalización;Tipo de Finalización
481961;03-01-2022;-;05-01-2022;Cierre sin contacto
481962;03-01-2022;-;05-01-2022;Egreso (Difusión)
481963;03-01-2022;-;05-01-2022;Cierre por proceso interrumpido
481964;03-01-2022;-;05-01-2022;Egreso (Difusión)
481965;03-01-2022;-;05-01-2022;Egreso (Difusión)
481967;03-01-2022;-;05-01-2022;Egreso (Difusión)
481968;03-01-2022;-;05-01-2022;Egreso (Difusión)
481969;03-01-2022;-;05-01-2022;Egreso (Difusión)
481970;03-01-2022;-;05-01-2022;Egreso (Difusión)
481974;03-01-2022;-;05-01-2022;Egreso (Difusión)
481975;03-01-2022;-;05-01-2022;Egreso (Difusión)
481977;03-01-2022;-;05-01-2022;Egreso (Difusión)
481979;03-01-2022;-;05-01-2022;Egreso (Difusión)
481980;03-01-2022;-;05-01-2022;Egreso (Difusión)
481981;03-01-2022;-;05-01-2022;Egreso (Difusión)
482007;03-01-2022;-;05-01-2022;Egreso (Difusión)
482008;03-01-2022;-;05-01-2022;Egreso (Difusión)
482012;03-01-2022;-;05-01-2022;Egreso (Difusión)
482013;03-01-2022;-;05-01-2022;Egreso (Difusión)
482018;03-01-2022;-;05-01-2022;Egreso (Difusión)
482019;03-01-2022;-;05-01-2022;Cierre sin contacto
482030;03-01-2022;-;05-01-2022;Egreso (Difusión)
482032;03-01-2022;-;05-01-2022;Egreso (Difusión)
482045;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482051;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482055;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482057;03-01-2022;-;05-01-2022;Cierre por proceso interrumpido
482067;03-01-2022;-;05-01-2022;Egreso (Difusión)
482080;03-01-2022;-;05-01-2022;Cierre sin contacto
482101;03-01-2022;-;05-01-2022;Egreso (Difusión)
482102;03-01-2022;-;05-01-2022;Egreso (Difusión)
482103;03-01-2022;Pucón;05-01-2022;Egreso (Difusión)
482107;03-01-2022;-;05-01-2022;Cierre sin contacto
482108;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482109;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482110;03-01-2022;-;05-01-2022;Contacto con terceros
482111;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482114;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482115;03-01-2022;-;05-01-2022;Egreso (Difusión)
482117;03-01-2022;-;05-01-2022;Egreso (Difusión)
482120;03-01-2022;-;05-01-2022;Cierre sin contacto
482122;03-01-2022;-;05-01-2022;Egreso (Difusión)
482125;03-01-2022;-;05-01-2022;Egreso (Difusión)
482126;03-01-2022;-;05-01-2022;Cierre sin contacto
482128;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482132;03-01-2022;-;05-01-2022;Egreso (Difusión)
482135;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482136;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482142;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482145;03-01-2022;-;05-01-2022;Rechaza orientación
482146;03-01-2022;-;05-01-2022;Cierre sin contacto
482148;03-01-2022;-;05-01-2022;Cierre sin contacto
482149;03-01-2022;-;05-01-2022;Egreso (Difusión)
482153;03-01-2022;-;05-01-2022;Cierre sin contacto
482155;03-01-2022;-;05-01-2022;Cierre sin contacto
482176;03-01-2022;-;05-01-2022;Cierre sin contacto
482178;03-01-2022;-;05-01-2022;Cierre sin contacto
482179;03-01-2022;-;05-01-2022;Cierre sin contacto
482180;03-01-2022;-;05-01-2022;Egreso (Difusión)
482182;03-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482183;03-01-2022;-;05-01-2022;Cierre sin contacto
482189;03-01-2022;-;05-01-2022;Contacto con terceros
482190;03-01-2022;-;05-01-2022;Cierre sin contacto
482196;03-01-2022;-;05-01-2022;Cierre sin contacto
482202;03-01-2022;-;05-01-2022;Cierre sin contacto
482206;03-01-2022;-;05-01-2022;Egreso (Difusión)
482225;03-01-2022;-;05-01-2022;Egreso (Difusión)
482226;03-01-2022;-;05-01-2022;Egreso (Difusión)
482227;03-01-2022;-;05-01-2022;Contacto con terceros
482235;03-01-2022;Puente Alto;05-01-2022;Egreso (Orientación Entregada)
482249;03-01-2022;Las Condes;05-01-2022;Cierre sin contacto
482260;03-01-2022;Peñalolén;05-01-2022;Contacto con terceros
482270;04-01-2022;Recoleta;05-01-2022;Cierre sin contacto
482274;03-01-2022;Puente Alto;05-01-2022;Contacto con terceros
482276;03-01-2022;Puente Alto;05-01-2022;Egreso (Orientación Entregada)
482278;04-01-2022;Santiago;05-01-2022;Egreso (Orientación Entregada)
482284;04-01-2022;Ñuñoa;05-01-2022;Egreso (Orientación Entregada)
482285;04-01-2022;Talagante;05-01-2022;Egreso (Orientación Entregada)
482286;04-01-2022;Santiago;05-01-2022;Contacto con terceros
482287;04-01-2022;Santiago;05-01-2022;Egreso (Orientación Entregada)
482288;04-01-2022;Santiago;05-01-2022;Egreso (Orientación Entregada)
482290;04-01-2022;Santiago;05-01-2022;Egreso (Orientación Entregada)
482291;04-01-2022;Santiago;05-01-2022;Egreso (Orientación Entregada)
482295;04-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482315;04-01-2022;Antofagasta;05-01-2022;Egreso (Difusión)
482320;04-01-2022;Calama;05-01-2022;Egreso (Difusión)
482335;04-01-2022;Recoleta;05-01-2022;Egreso (Difusión)
482336;05-01-2022;Talagante;05-01-2022;Egreso (Orientación Entregada)
482337;05-01-2022;Talagante;05-01-2022;Contacto con terceros
482338;04-01-2022;Quinta Normal;05-01-2022;Egreso (Orientación Entregada)
482339;05-01-2022;Cerrillos;05-01-2022;Contacto con terceros
482341;05-01-2022;Lo Prado;05-01-2022;Egreso (Difusión)
482342;04-01-2022;Quinta Normal;05-01-2022;Contacto con terceros
482343;05-01-2022;La Florida;05-01-2022;Egreso (Difusión)
482344;05-01-2022;La Florida;05-01-2022;Contacto con terceros
482345;05-01-2022;Independencia;05-01-2022;Contacto con terceros
482347;05-01-2022;-;05-01-2022;Cierre sin contacto
482352;05-01-2022;Recoleta;05-01-2022;Egreso (Orientación Entregada)
482353;05-01-2022;Recoleta;05-01-2022;Egreso (Orientación Entregada)
482357;05-01-2022;Santiago;05-01-2022;Cierre sin contacto
482360;05-01-2022;Antofagasta;05-01-2022;Egreso (Orientación Entregada)
482363;05-01-2022;Antofagasta;05-01-2022;Egreso (Difusión)
482364;05-01-2022;Alto Hospicio;05-01-2022;Egreso (Difusión)
482365;05-01-2022;Calama;05-01-2022;Egreso (Difusión)
482398;05-01-2022;-;05-01-2022;Egreso (Difusión)
482402;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482403;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482405;05-01-2022;-;05-01-2022;Egreso (Difusión)
482407;05-01-2022;-;05-01-2022;Cierre sin contacto
482445;05-01-2022;-;05-01-2022;Egreso (Difusión)
482455;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482456;05-01-2022;-;05-01-2022;Contacto con terceros
482458;05-01-2022;-;05-01-2022;Contacto con terceros
482459;05-01-2022;-;05-01-2022;Cierre por proceso interrumpido
482460;05-01-2022;-;05-01-2022;Contacto con terceros
482461;05-01-2022;-;05-01-2022;Cierre por proceso interrumpido
482462;05-01-2022;-;05-01-2022;Cierre sin contacto
482464;05-01-2022;-;05-01-2022;Egreso (Difusión)
482465;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482466;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482468;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482469;05-01-2022;-;05-01-2022;Egreso (Difusión)
482470;05-01-2022;-;05-01-2022;Contacto con terceros
482471;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482473;05-01-2022;-;05-01-2022;Cierre por proceso interrumpido
482481;05-01-2022;-;05-01-2022;Egreso (Difusión)
482482;05-01-2022;-;05-01-2022;Egreso (Difusión)
482504;05-01-2022;La Cisterna;05-01-2022;Egreso (Difusión)
482509;05-01-2022;-;05-01-2022;Egreso (Difusión)
482516;05-01-2022;-;05-01-2022;Contacto con terceros
482517;05-01-2022;-;05-01-2022;Egreso (Difusión)
482523;05-01-2022;-;05-01-2022;Contacto con terceros
482524;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482528;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482531;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482533;05-01-2022;-;05-01-2022;Egreso (Orientación Entregada)
482535;05-01-2022;Recoleta;05-01-2022;Contacto con terceros
482536;05-01-2022;Peñalolén;05-01-2022;Egreso (Orientación Entregada)
482540;05-01-2022;Recoleta;05-01-2022;Egreso (Orientación Entregada)
482541;04-01-2022;-;05-01-2022;Derivación interna
482544;04-01-2022;Maipú;05-01-2022;Egreso (Orientación Entregada)
482545;04-01-2022;Maipú;05-01-2022;Contacto con terceros
482546;03-01-2022;La Reina;05-01-2022;Contacto con terceros
482547;03-01-2022;La Reina;05-01-2022;Egreso (Orientación Entregada)
482548;03-01-2022;La Reina;05-01-2022;Contacto con terceros
482549;03-01-2022;La Reina;05-01-2022;Contacto con terceros
482550;05-01-2022;Maipú;05-01-2022;Egreso (Orientación Entregada)
482551;05-01-2022;Maipú;05-01-2022;Egreso (Difusión)
482552;05-01-2022;Estación Central;05-01-2022;Egreso (Orientación Entregada)
482553;05-01-2022;Santiago;05-01-2022;Egreso (Orientación Entregada)
482554;05-01-2022;Maipú;05-01-2022;Egreso (Difusión)
482555;05-01-2022;Concepción;05-01-2022;Egreso (Orientación Entregada)
482834;05-01-2022;Maipú;05-01-2022;Egreso (Orientación Entregada)
482922;05-01-2022;Santiago;05-01-2022;Egreso (Orientación Entregada)
481436;28-12-2021;Puente Alto;06-01-2022;Derivación externa
481782;31-12-2021;Recoleta;06-01-2022;Cierre sin contacto
481784;31-12-2021;Santiago;06-01-2022;Egreso (Orientación Entregada)
481856;03-01-2022;-;06-01-2022;Cierre por proceso interrumpido
481858;03-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
481860;03-01-2022;-;06-01-2022;Contacto con terceros
481861;03-01-2022;-;06-01-2022;Egreso (Difusión)
481862;03-01-2022;-;06-01-2022;Cierre sin contacto
481868;03-01-2022;-;06-01-2022;Cierre sin contacto
481900;03-01-2022;-;06-01-2022;Egreso (Difusión)
481901;03-01-2022;-;06-01-2022;Contacto con terceros
481902;03-01-2022;-;06-01-2022;Cierre sin contacto
481948;03-01-2022;-;06-01-2022;Contacto con terceros
481949;03-01-2022;-;06-01-2022;Egreso (Difusión)
481951;03-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
481971;03-01-2022;-;06-01-2022;Egreso (Difusión)
481972;03-01-2022;-;06-01-2022;Cierre sin contacto
481973;03-01-2022;-;06-01-2022;Cierre sin contacto
481976;03-01-2022;-;06-01-2022;Cierre sin contacto
481978;03-01-2022;-;06-01-2022;Egreso (Difusión)
481985;03-01-2022;San Miguel;06-01-2022;Egreso (Difusión)
481986;03-01-2022;-;06-01-2022;Cierre sin contacto
481993;03-01-2022;-;06-01-2022;Cierre sin contacto
481994;03-01-2022;-;06-01-2022;Cierre sin contacto
481996;31-12-2021;Osorno;06-01-2022;Derivación externa
481999;03-01-2022;-;06-01-2022;Egreso (Difusión)
482000;03-01-2022;-;06-01-2022;Egreso (Difusión)
482002;03-01-2022;-;06-01-2022;Egreso (Difusión)
482003;03-01-2022;-;06-01-2022;Egreso (Difusión)
482004;03-01-2022;-;06-01-2022;Cierre sin contacto
482009;03-01-2022;-;06-01-2022;Derivación interna
482010;03-01-2022;-;06-01-2022;Egreso (Difusión)
482011;03-01-2022;-;06-01-2022;Cierre sin contacto
482029;03-01-2022;-;06-01-2022;Cierre sin contacto
482031;03-01-2022;-;06-01-2022;Cierre sin contacto
482036;03-01-2022;Los Ángeles;06-01-2022;Egreso (Orientación Entregada)
482054;03-01-2022;-;06-01-2022;Egreso (Difusión)
482096;03-01-2022;-;06-01-2022;Cierre sin contacto
482100;03-01-2022;-;06-01-2022;Egreso (Difusión)
482106;03-01-2022;-;06-01-2022;Egreso (Difusión)
482112;03-01-2022;-;06-01-2022;Cierre sin contacto
482113;03-01-2022;-;06-01-2022;Cierre sin contacto
482116;03-01-2022;-;06-01-2022;Egreso (Difusión)
482118;03-01-2022;-;06-01-2022;Egreso (Difusión)
482119;03-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482121;03-01-2022;-;06-01-2022;Cierre sin contacto
482143;03-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482150;03-01-2022;-;06-01-2022;Cierre sin contacto
482210;03-01-2022;-;06-01-2022;Egreso (Difusión)
482222;03-01-2022;-;06-01-2022;Derivación interna
482229;03-01-2022;-;06-01-2022;Cierre sin contacto
482238;03-01-2022;La Cisterna;06-01-2022;Cierre sin contacto
482239;03-01-2022;Maipú;06-01-2022;Egreso (Difusión)
482248;03-01-2022;-;06-01-2022;Cierre sin contacto
482255;03-01-2022;Buin;06-01-2022;Egreso (Orientación Entregada)
482257;03-01-2022;Santiago;06-01-2022;Cierre sin contacto
482259;02-01-2022;Huechuraba;06-01-2022;Cierre sin contacto
482265;04-01-2022;Maipú;06-01-2022;Contacto con terceros
482266;04-01-2022;Maipú;06-01-2022;Derivación interna
482296;04-01-2022;Maipú;06-01-2022;Egreso (Orientación Entregada)
482297;04-01-2022;Maipú;06-01-2022;Egreso (Orientación Entregada)
482310;04-01-2022;Tucapel;06-01-2022;Egreso (Orientación Entregada)
482312;04-01-2022;Iquique;06-01-2022;Egreso (Orientación Entregada)
482318;04-01-2022;Coquimbo;06-01-2022;Cierre por proceso interrumpido
482324;04-01-2022;Mejillones;06-01-2022;Cierre sin contacto
482330;04-01-2022;Talagante;06-01-2022;Egreso (Difusión)
482331;04-01-2022;-;06-01-2022;Cierre sin contacto
482340;05-01-2022;Cerrillos;06-01-2022;Derivación interna
482346;05-01-2022;Vitacura;06-01-2022;Egreso (Orientación Entregada)
482348;05-01-2022;Vitacura;06-01-2022;Contacto con terceros
482349;05-01-2022;Vitacura;06-01-2022;Contacto con terceros
482350;05-01-2022;Vitacura;06-01-2022;Contacto con terceros
482351;05-01-2022;Estación Central;06-01-2022;Cierre sin contacto
482358;05-01-2022;Iquique;06-01-2022;Contacto con terceros
482361;05-01-2022;Arica;06-01-2022;Egreso (Difusión)
482362;05-01-2022;Arica;06-01-2022;Cierre sin contacto
482366;05-01-2022;Alto Hospicio;06-01-2022;Cierre sin contacto
482367;05-01-2022;Rancagua;06-01-2022;Cierre sin contacto
482369;05-01-2022;-;06-01-2022;Egreso (Difusión)
482371;05-01-2022;-;06-01-2022;Contacto con terceros
482372;05-01-2022;-;06-01-2022;Contacto con terceros
482373;05-01-2022;-;06-01-2022;Contacto con terceros
482377;05-01-2022;-;06-01-2022;Egreso (Difusión)
482378;05-01-2022;Angol;06-01-2022;Egreso (Orientación Entregada)
482379;05-01-2022;Angol;06-01-2022;Contacto con terceros
482380;05-01-2022;-;06-01-2022;Egreso (Difusión)
482388;05-01-2022;-;06-01-2022;Cierre sin contacto
482394;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482395;05-01-2022;-;06-01-2022;Contacto con terceros
482396;05-01-2022;-;06-01-2022;Egreso (Difusión)
482397;05-01-2022;-;06-01-2022;Egreso (Difusión)
482399;05-01-2022;-;06-01-2022;Contacto con terceros
482400;05-01-2022;-;06-01-2022;Egreso (Difusión)
482401;05-01-2022;-;06-01-2022;Cierre sin contacto
482404;05-01-2022;-;06-01-2022;Cierre sin contacto
482406;05-01-2022;-;06-01-2022;Egreso (Difusión)
482409;05-01-2022;-;06-01-2022;Cierre por proceso interrumpido
482410;05-01-2022;-;06-01-2022;Egreso (Difusión)
482412;05-01-2022;-;06-01-2022;Egreso (Difusión)
482414;05-01-2022;-;06-01-2022;Egreso (Difusión)
482415;05-01-2022;-;06-01-2022;Contacto con terceros
482417;05-01-2022;-;06-01-2022;Contacto con terceros
482422;05-01-2022;-;06-01-2022;Cierre sin contacto
482427;05-01-2022;-;06-01-2022;Egreso (Difusión)
482432;05-01-2022;-;06-01-2022;Contacto con terceros
482443;05-01-2022;-;06-01-2022;Contacto con terceros
482444;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482446;05-01-2022;-;06-01-2022;Egreso (Difusión)
482447;05-01-2022;-;06-01-2022;Cierre sin contacto
482448;05-01-2022;-;06-01-2022;Egreso (Difusión)
482449;05-01-2022;-;06-01-2022;Contacto con terceros
482450;05-01-2022;-;06-01-2022;Egreso (Difusión)
482451;05-01-2022;-;06-01-2022;Rechaza orientación
482452;05-01-2022;-;06-01-2022;Egreso (Difusión)
482454;05-01-2022;-;06-01-2022;Egreso (Difusión)
482457;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482463;05-01-2022;-;06-01-2022;Egreso (Difusión)
482474;05-01-2022;-;06-01-2022;Egreso (Difusión)
482475;05-01-2022;-;06-01-2022;Egreso (Difusión)
482476;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482478;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482479;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482480;05-01-2022;-;06-01-2022;Contacto con terceros
482483;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482484;05-01-2022;-;06-01-2022;Egreso (Difusión)
482485;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482489;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482492;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482493;05-01-2022;-;06-01-2022;Egreso (Difusión)
482494;05-01-2022;-;06-01-2022;Contacto con terceros
482497;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482498;05-01-2022;-;06-01-2022;Cierre sin contacto
482499;05-01-2022;Chonchi;06-01-2022;Egreso (Difusión)
482500;05-01-2022;-;06-01-2022;Cierre sin contacto
482501;05-01-2022;-;06-01-2022;Cierre sin contacto
482502;05-01-2022;-;06-01-2022;Cierre sin contacto
482505;05-01-2022;-;06-01-2022;Contacto con terceros
482506;05-01-2022;Lo Espejo;06-01-2022;Egreso (Orientación Entregada)
482507;05-01-2022;-;06-01-2022;Contacto con terceros
482508;05-01-2022;-;06-01-2022;Egreso (Difusión)
482511;05-01-2022;-;06-01-2022;Egreso (Difusión)
482512;05-01-2022;-;06-01-2022;Egreso (Difusión)
482518;05-01-2022;-;06-01-2022;Contacto con terceros
482519;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482520;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482521;05-01-2022;-;06-01-2022;Egreso (Difusión)
482525;05-01-2022;-;06-01-2022;Cierre sin contacto
482527;05-01-2022;-;06-01-2022;Cierre sin contacto
482529;05-01-2022;-;06-01-2022;Cierre sin contacto
482530;05-01-2022;-;06-01-2022;Cierre sin contacto
482532;05-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
482539;05-01-2022;Santiago;06-01-2022;Derivación interna
482542;05-01-2022;Santiago;06-01-2022;Egreso (Difusión)
482543;05-01-2022;-;06-01-2022;Egreso (Difusión)
482556;05-01-2022;Quilicura;06-01-2022;Egreso (Orientación Entregada)
482557;06-01-2022;Huechuraba;06-01-2022;Egreso (Orientación Entregada)
482558;06-01-2022;Recoleta;06-01-2022;Egreso (Orientación Entregada)
482559;06-01-2022;Recoleta;06-01-2022;Egreso (Difusión)
482560;06-01-2022;Quinta Normal;06-01-2022;Contacto con terceros
482562;06-01-2022;Quinta Normal;06-01-2022;Contacto con terceros
482563;06-01-2022;Quinta Normal;06-01-2022;Egreso (Orientación Entregada)
482564;06-01-2022;Pudahuel;06-01-2022;Egreso (Orientación Entregada)
482566;06-01-2022;Estación Central;06-01-2022;Egreso (Orientación Entregada)
482567;06-01-2022;Independencia;06-01-2022;Egreso (Difusión)
482568;06-01-2022;Independencia;06-01-2022;Contacto con terceros
482569;06-01-2022;Recoleta;06-01-2022;Contacto con terceros
482570;06-01-2022;Maipú;06-01-2022;Egreso (Difusión)
482571;06-01-2022;Recoleta;06-01-2022;Egreso (Difusión)
482572;06-01-2022;Recoleta;06-01-2022;Egreso (Orientación Entregada)
482573;06-01-2022;Talagante;06-01-2022;Egreso (Orientación Entregada)
482574;06-01-2022;Huechuraba;06-01-2022;Egreso (Orientación Entregada)
482584;05-01-2022;-;06-01-2022;Contacto con terceros
482586;06-01-2022;-;06-01-2022;Egreso (Difusión)
482587;06-01-2022;-;06-01-2022;Egreso (Difusión)
482590;06-01-2022;-;06-01-2022;Egreso (Difusión)
482594;06-01-2022;Lo Espejo;06-01-2022;Egreso (Orientación Entregada)
482595;05-01-2022;Pudahuel;06-01-2022;Egreso (Orientación Entregada)
482596;06-01-2022;Conchalí;06-01-2022;Cierre sin contacto
482597;06-01-2022;-;06-01-2022;Egreso (Orientación Entregada)
